receiverx,receivery,receivers,receivera,receiverdis,receivero,receiverdir,distance_to_nearest_def,defenderx,defendery,defenders,defendera,defenderdis,defendero,defenderdir,defenders_in_path,friends_in_path,pass_length,yards_to_go,yardline_num,yards_gained
32.82,30.4,1.35,2.71,0.12,176.97,10.52,1.686712779343299,33.17,28.75,4.82,4.34,0.47,5.27,331.35,4,11,-7.18,5,30,23.18
53.18,26.2,1.61,0.58,0.16,107.53,33.55,1.680148802933836,52.08,24.93,4.01,5.79,0.41,75.71,10.59,6,1,-8.82,4,48,22.82
90.16,24.1,1.38,2.04,0.15,57.69,260.76,1.6715561611863374,90.81,25.64,6.84,2.1,0.67,211.18,224.86,0,0,-7.840000000000003,4,12,11.840000000000003
96.87,15.41,6.38,2.82,0.65,166.51,185.82,2.685311899947566,99.4,14.51,7.04,1.46,0.7,251.43,234.15,2,0,-8.129999999999995,5,5,11.129999999999995
53.07,30.06,0.83,0.34,0.09,312.55,272.7,2.156780007325734,54.41,31.75,4.12,4.75,0.44,237.68,153.51,0,0,-8.07,10,35,28.07
31.66,23.86,0.69,1.67,0.08,249.93,111.5,3.4941379480495622,29.13,21.45,2.59,2.14,0.35,325.6,86.53,0,0,-8.66,8,13,10.66
31.07,24.4,3.51,0.89,0.36,1.64,75.83,2.5402558926218446,28.87,25.67,7.38,1.15,0.74,131.86,107.24,0,1,-10.07,6,11,21.07
40.19,30.73,0.63,1.17,0.05,101.66,2.71,3.3824990761269977,43.26,32.15,3.19,1.18,0.34,169.81,277.24,5,11,-7.810000000000002,10,38,14.810000000000002
51.1,29.53,0.69,1.21,0.07,145.58,225.16,3.152284885602821,54.25,29.65,2.47,2.07,0.26,231.76,230.62,1,7,-6.899999999999999,10,48,16.9
61.31,28.8,0.69,1.19,0.07,150.86,211.47,2.1099999999999994,63.42,28.8,3.74,3.42,0.38,259.69,246.46,3,0,-6.689999999999998,10,42,15.689999999999998
68.94,15.15,6.45,1.4,0.65,148.47,159.1,7.254577865044941,71.02,22.1,5.96,2.34,0.59,141.26,171.7,2,0,-8.060000000000002,1,33,14.060000000000002
80.85,29.54,1.46,0.28,0.15,118.05,94.48,2.2636474990598674,79.89,27.49,4.67,3.24,0.46,25.17,336.38,0,2,-8.150000000000006,4,21,29.150000000000006
93.06,29.35,2.17,1.97,0.22,224.98,107.21,4.9843856191109515,90.02,25.4,3.73,3.45,0.39,40.34,84.69,0,0,-8.060000000000002,10,25,18.060000000000002
50.56,30.69,0.94,1.17,0.1,30.24,328.31,5.253008661709973,53.27,26.19,2.31,1.92,0.24,276.56,259.92,1,0,-7.439999999999998,2,48,12.439999999999998
39.45,27.21,0.35,0.78,0.04,151.63,180.03,2.2831995094603506,41.18,28.7,2.21,0.73,0.22,235.87,265.67,6,0,-7.549999999999997,10,37,14.549999999999997
61.27,22.32,3.78,1.64,0.37,177.3,125.45,2.8144804138597284,59.05,24.05,2.82,3.97,0.29,135.95,196.32,9,7,-7.729999999999997,4,41,14.729999999999997
63.72,24.11,0.24,0.42,0.02,145.78,124.76,3.9261304104677897,64.85,20.35,2.29,3.65,0.24,324.73,328.04,10,8,-7.280000000000001,15,39,16.28
72.44,24.41,1.38,2.81,0.16,13.69,268.98,3.700945825056076,73.83,27.84,1.21,3.39,0.13,124.79,215.03,0,0,-7.560000000000002,6,30,14.560000000000002
76.19,31.8,2.38,1.47,0.24,33.47,324.38,2.813005510126137,76.68,29.03,6.6,3.24,0.68,6.51,322.01,0,0,-10.810000000000002,10,23,13.810000000000002
106.24,23.2,0.81,1.55,0.09,282.73,141.8,3.589122455419981,102.67,22.83,1.33,1.93,0.15,160.37,125.51,0,0,-7.239999999999995,9,11,10.239999999999995
99.41,24.92,1.31,1.94,0.14,354.41,32.87,5.302716285075028,94.29,23.54,2.43,2.7,0.25,344.1,339.68,2,0,-8.409999999999997,1,19,14.409999999999997
81.23,22.07,2.46,1.02,0.25,255.72,225.16,1.736692258288725,79.54,21.67,1.23,1.13,0.12,55.6,136.07,7,11,-7.230000000000004,10,36,30.230000000000004
92.59,24.24,1.22,1.35,0.11,342.86,299.19,2.7700000000000102,89.82,24.24,1.72,1.86,0.17,157.62,70.72,10,5,-8.590000000000003,20,26,17.590000000000003
84.37,29.1,0.77,1.64,0.08,292.07,147.92,1.0815729286552993,84.04,28.07,2.39,3.25,0.28,56.77,45.76,3,7,-9.370000000000005,11,35,40.370000000000005
59.17,29.01,1.01,0.43,0.1,255.76,167.85,2.147556751287379,57.03,29.19,2.21,2.0,0.23,125.45,104.43,4,11,-9.170000000000002,16,40,19.17
34.05,31.05,1.5,0.22,0.15,84.29,347.16,1.6851409436602067,35.71,30.76,5.18,0.9,0.52,226.68,267.76,1,0,-8.950000000000003,2,33,12.950000000000003
33.62,29.77,0.46,1.49,0.05,148.82,119.29,1.5281688388394803,34.39,31.09,3.65,1.28,0.39,137.67,228.58,10,8,-8.380000000000003,15,32,14.380000000000003
40.55,23.94,0.67,0.28,0.07,127.18,105.67,3.4386334494970585,43.34,21.93,2.92,3.8,0.28,337.69,345.68,10,11,-7.450000000000003,9,38,27.450000000000003
58.44,25.32,1.55,1.28,0.16,45.22,345.5,4.158088503146607,62.08,27.33,4.66,2.69,0.47,264.29,280.05,4,0,-9.560000000000002,10,42,33.56
27.91,33.31,1.25,2.87,0.12,118.75,26.53,3.2824685832464593,28.96,30.2,3.72,3.24,0.38,355.95,319.39,9,2,-7.09,10,25,23.09
61.8,23.5,0.52,1.29,0.05,164.82,163.99,3.156833856888889,64.46,25.2,2.2,1.02,0.23,291.06,225.96,5,0,-6.200000000000003,5,42,17.200000000000003
74.92,24.58,1.56,1.0,0.15,113.41,304.29,1.77070607385867,76.69,24.53,4.0,2.71,0.41,281.0,273.48,1,4,-7.079999999999998,7,28,19.08
87.94,27.54,5.05,1.36,0.51,58.61,343.83,6.609644468502074,93.59,24.11,3.22,4.33,0.35,294.92,337.32,3,3,-9.060000000000002,7,13,16.060000000000002
33.26,32.16,4.77,1.13,0.48,194.97,282.55,1.7253405460951767,34.24,30.74,7.49,0.95,0.75,307.92,307.22,0,1,-8.740000000000002,10,32,11.740000000000002
49.12,22.39,0.9,0.9,0.09,173.97,130.51,2.643577122007228,51.46,21.16,3.38,0.98,0.34,287.78,331.42,10,3,-6.880000000000003,10,46,13.880000000000003
19.2,24.25,5.63,0.95,0.56,149.29,177.85,3.2739120330271545,16.68,26.34,7.01,3.51,0.7,181.54,176.58,5,11,-7.800000000000001,10,17,20.8
31.45,22.2,1.53,0.92,0.16,136.65,112.84,3.012723020790329,33.82,20.34,0.64,1.01,0.07,320.4,238.09,10,11,-8.55,10,30,36.55
90.64,26.78,0.8,4.59,0.09,17.48,316.29,1.3805795884337808,89.26,26.74,3.05,1.11,0.32,71.08,77.36,8,8,-6.640000000000001,20,26,15.64
79.13,29.7,0.04,0.61,0.01,311.38,120.77,2.9923235119218,76.71,31.46,2.0,1.97,0.21,242.96,107.5,1,0,-6.1299999999999955,21,37,15.129999999999995
39.09,23.12,0.8,1.2,0.08,162.08,165.06,3.8601165785504405,42.9,23.74,0.7,1.83,0.07,287.57,273.21,7,6,-8.909999999999997,10,38,17.909999999999997
49.37,23.17,0.95,0.72,0.1,157.57,161.79,2.572566811571661,49.03,25.72,3.59,1.98,0.38,104.61,217.46,5,11,-9.630000000000003,11,49,15.630000000000003
72.76,19.8,7.29,1.44,0.73,153.46,173.5,2.3641488954801466,72.62,22.16,7.81,2.53,0.78,163.88,174.66,3,11,-11.239999999999995,15,26,21.239999999999995
85.66,23.13,0.94,0.8,0.09,151.32,130.65,2.7500000000000036,86.43,20.49,0.33,2.62,0.05,315.37,301.08,9,11,-8.340000000000003,5,16,20.340000000000003
93.74,13.46,6.32,2.35,0.64,101.09,159.99,3.663495598468763,93.58,17.12,6.18,1.25,0.61,184.41,164.82,3,11,-7.260000000000005,9,9,16.260000000000005
17.29,24.64,1.03,0.99,0.11,59.93,324.83,2.20204450454572,19.48,24.87,3.42,0.83,0.35,230.07,285.32,2,0,-6.710000000000001,10,14,11.71
43.12,30.56,1.03,0.17,0.1,5.45,10.86,2.772183255125821,41.75,28.15,1.2,2.25,0.07,48.88,21.61,2,11,-8.119999999999997,7,25,13.119999999999997
22.06,30.42,0.85,1.53,0.09,24.92,321.78,3.242283146179557,23.66,33.24,3.24,2.4,0.33,218.22,257.31,1,0,-6.940000000000001,10,19,17.94
11.95,29.81,0.43,1.28,0.05,93.96,328.91,1.9704060495238054,13.55,30.96,4.23,0.3,0.43,252.17,268.12,2,0,-7.050000000000001,20,9,25.05
26.16,30.48,0.75,1.31,0.08,18.56,355.08,1.7202616080119906,27.84,30.11,2.19,2.81,0.22,239.85,290.02,3,0,-7.84,5,24,28.84
14.48,30.35,1.61,1.41,0.16,44.6,338.47,3.1319802042797145,17.55,29.73,2.57,1.52,0.27,241.48,282.33,2,0,-9.52,15,14,14.52
31.6,23.2,0.81,1.14,0.08,168.16,159.93,3.26955654485436,34.44,24.82,2.59,1.12,0.27,276.11,235.75,6,11,-6.399999999999999,10,28,18.4
40.2,30.01,1.08,2.04,0.12,71.92,286.03,4.1408453243269,43.65,32.3,2.91,2.53,0.29,196.67,266.39,0,0,-7.799999999999997,10,38,16.799999999999997
108.33,29.0,0.98,1.29,0.1,307.85,212.08,3.253797781055238,105.97,31.24,1.45,2.16,0.15,140.7,107.93,8,11,-6.329999999999998,10,8,12.329999999999998
102.92,26.5,0.69,0.66,0.07,328.46,226.21,2.0508047201037978,101.49,27.97,2.9,2.17,0.3,140.28,91.26,8,10,-6.920000000000002,4,14,15.920000000000002
93.59,29.51,1.13,1.13,0.12,312.6,251.5,2.013578903345985,91.58,29.63,1.64,1.05,0.17,70.37,26.18,8,6,-6.590000000000003,10,23,13.590000000000003
99.58,23.38,1.13,2.0,0.12,248.61,144.57,3.415391632009418,97.18,20.95,3.38,2.45,0.35,34.29,71.83,1,0,-7.579999999999998,10,18,13.579999999999998
93.33,23.24,0.34,1.02,0.04,312.12,185.32,2.8338136847718114,94.09,20.51,2.61,3.84,0.27,75.65,71.35,5,0,-7.329999999999998,4,24,15.329999999999998
73.19,23.92,0.26,0.49,0.02,346.17,299.58,1.8102486017119244,71.76,25.03,3.31,2.4,0.33,105.53,128.94,10,11,-7.189999999999998,10,44,12.189999999999998
92.12,24.38,2.19,0.79,0.22,263.39,183.98,1.781010948871456,90.34,24.32,2.74,1.83,0.29,8.47,118.28,5,11,-7.1200000000000045,17,25,14.120000000000005
51.53,24.04,3.09,0.99,0.31,104.28,124.35,1.495626958836997,52.13,25.41,1.87,0.44,0.19,219.67,191.94,8,8,-5.469999999999999,4,47,24.47
51.14,28.6,2.22,1.3,0.23,84.88,69.24,2.8429737951659,51.27,25.76,1.51,2.84,0.15,267.96,306.91,7,10,-5.859999999999999,10,47,29.86
97.36,24.56,0.86,1.29,0.09,80.87,92.85,2.133213538303183,99.27,23.61,2.21,1.83,0.23,287.68,328.0,0,1,-6.640000000000001,6,6,10.64
60.22,29.28,0.42,1.09,0.04,289.01,262.8,4.3750428569329465,56.85,26.49,2.16,1.7,0.22,27.43,61.23,11,11,-9.219999999999999,8,41,23.22
31.01,30.13,1.41,1.68,0.14,20.95,297.43,4.102499238269277,35.1,30.45,1.74,1.14,0.17,316.15,242.9,0,0,-5.989999999999998,8,27,12.989999999999998
98.97,29.76,0.52,1.87,0.05,315.96,315.76,2.824535360019407,96.15,29.92,3.25,1.4,0.36,87.34,104.73,7,0,-7.969999999999999,6,19,16.97
73.69,24.37,3.95,0.81,0.4,163.62,82.14,3.452028389222778,71.63,21.6,0.53,3.15,0.04,51.55,146.05,8,8,-4.310000000000002,10,32,19.310000000000002
91.65,30.13,1.07,1.16,0.13,354.33,24.32,1.6617159805454156,90.47,28.96,5.22,1.04,0.53,50.14,33.47,3,11,-6.650000000000006,10,25,16.650000000000006
69.8,23.56,0.45,1.16,0.05,273.92,91.47,1.6425894191793655,70.75,22.22,5.84,3.74,0.6,41.91,33.32,0,0,-7.799999999999997,11,48,17.799999999999997
46.32,25.43,3.24,0.59,0.32,109.06,37.52,2.137709054104415,47.15,23.46,0.73,1.47,0.07,5.65,347.06,7,11,-6.68,10,43,63.68
91.22,29.19,1.96,1.36,0.19,295.63,109.47,3.402881132217233,87.82,29.05,4.69,3.57,0.47,104.11,59.4,0,0,-6.219999999999999,10,25,14.219999999999999
41.45,23.66,0.53,0.96,0.06,167.6,170.05,1.5264337522473728,42.75,22.86,4.26,1.34,0.46,334.06,275.58,5,0,-7.549999999999997,9,39,21.549999999999997
55.04,30.3,1.16,0.91,0.12,53.36,7.77,4.973137842449171,59.15,27.5,2.13,1.46,0.22,316.43,215.02,6,11,-7.960000000000001,10,47,11.96
59.62,30.79,0.38,0.55,0.04,74.49,18.86,2.0808652046684832,61.32,31.99,3.54,0.89,0.36,182.44,267.0,5,11,-7.380000000000003,6,43,12.380000000000003
75.39,26.31,1.08,0.74,0.13,146.71,170.33,1.7819371481620747,76.91,27.24,4.06,0.82,0.4,179.06,248.77,6,0,-7.609999999999999,10,27,29.61
99.84,24.88,6.07,3.95,0.61,342.03,11.37,5.646600747352338,94.29,25.92,4.35,2.18,0.46,33.54,49.27,1,0,-9.840000000000003,6,20,26.840000000000003
54.19,30.95,1.49,1.51,0.15,110.54,328.65,2.9224647132172556,56.71,32.43,3.31,1.67,0.34,224.47,278.52,4,0,-6.810000000000002,10,49,13.810000000000002
63.16,13.79,6.11,2.79,0.62,47.8,161.26,5.5769705037771224,68.17,16.24,7.03,2.31,0.72,196.2,189.32,3,8,-5.840000000000003,2,41,13.840000000000003
109.48,23.26,1.18,1.47,0.12,216.11,124.63,3.866574711550273,105.96,21.66,2.38,1.79,0.24,69.69,70.53,0,0,-6.480000000000004,10,7,12.480000000000004
103.96,23.08,0.73,2.13,0.07,266.5,174.99,2.6850884529191967,101.32,23.57,2.4,2.22,0.24,114.22,64.95,4,0,-6.959999999999994,4,13,28.959999999999994
112.92,24.41,0.81,2.92,0.09,295.55,24.62,2.982633064927698,112.48,21.46,4.76,2.37,0.5,338.49,34.46,3,11,-10.920000000000002,9,8,25.92
94.77,28.58,1.77,1.85,0.18,227.32,118.17,3.6176926348157354,91.46,30.04,3.77,0.93,0.39,78.29,125.8,0,0,-7.769999999999996,10,23,9.769999999999996
95.15,24.03,1.81,2.36,0.19,270.7,70.96,3.2867156859089666,92.63,21.92,6.47,2.08,0.66,62.57,60.97,0,5,-10.150000000000006,8,25,35.150000000000006
65.48,24.03,3.91,2.16,0.39,265.04,278.89,1.8718172987767807,64.79,22.29,5.25,1.17,0.53,24.54,340.13,8,7,-5.480000000000004,10,50,45.480000000000004
27.95,24.09,1.08,3.69,0.13,112.05,266.97,2.871410803072245,30.02,26.08,2.84,1.46,0.3,245.92,250.85,0,0,-6.050000000000001,11,24,12.05
31.99,24.6,0.82,1.1,0.08,104.86,339.07,1.7720045146669328,33.41,25.66,3.04,1.31,0.32,276.81,211.16,3,1,-8.010000000000002,5,30,20.01
39.43,23.34,0.7,0.79,0.08,127.26,297.19,1.3410443691392175,40.71,22.94,3.68,1.28,0.37,107.49,282.44,1,3,-8.57,14,38,12.57
31.32,23.95,0.64,1.6,0.07,103.4,272.97,2.6172504656604816,33.92,24.25,3.06,0.5,0.32,231.67,287.56,0,0,-6.68,24,28,17.68
82.8,23.18,1.01,1.12,0.11,226.05,108.38,1.7321951391226071,82.34,21.51,3.84,1.29,0.4,4.03,41.76,0,0,-8.799999999999997,19,36,15.799999999999997
11.64,23.8,4.44,1.1,0.45,64.66,275.13,1.9314502323383849,12.96,25.21,6.57,1.44,0.66,223.22,250.13,0,0,-8.36,10,10,17.36
77.4,24.34,0.27,0.74,0.02,9.44,238.35,2.2090722034374526,75.76,25.82,2.18,2.36,0.21,125.68,135.26,10,9,-6.400000000000006,10,39,10.400000000000006
69.61,27.02,3.89,2.23,0.4,270.93,177.63,4.180191383178519,65.43,26.98,5.49,1.31,0.58,119.65,123.79,2,0,-9.61,10,50,26.61
52.23,29.61,0.78,1.18,0.08,338.03,49.8,3.30237793112781,49.19,30.9,2.16,2.44,0.22,73.15,103.85,0,0,-6.229999999999997,24,36,31.229999999999997
25.03,30.75,3.82,1.42,0.38,73.93,22.19,2.370021096952515,23.6,28.86,3.24,3.52,0.33,37.17,10.89,4,11,-9.969999999999999,10,25,21.97
40.09,24.49,1.08,1.51,0.1,46.09,27.65,2.831289458886178,42.0,22.4,2.53,1.71,0.29,239.96,315.72,6,11,-7.909999999999997,9,38,24.909999999999997
60.26,27.09,0.88,1.62,0.08,178.94,209.79,1.9505896544378598,62.14,27.61,5.72,2.73,0.58,210.06,260.01,3,0,-7.740000000000002,7,42,20.740000000000002
99.79,23.48,1.37,1.3,0.14,143.68,320.77,2.0021238722916186,101.25,22.11,4.79,2.29,0.47,325.21,312.27,2,0,-8.209999999999994,2,2,10.209999999999994
92.17,23.71,1.54,1.11,0.16,320.71,68.34,2.128685040112794,90.5,22.39,3.06,2.84,0.31,146.86,59.59,1,2,-7.170000000000002,10,25,15.170000000000002
102.8,23.33,0.7,0.69,0.07,204.59,187.57,3.0499999999999967,100.73,25.57,1.39,2.25,0.14,151.55,163.86,5,0,-7.799999999999997,20,15,12.799999999999997
98.25,24.53,1.03,0.25,0.1,305.14,302.24,2.188355546980429,99.45,22.7,3.72,3.41,0.38,316.03,353.77,10,11,-8.25,15,20,14.25
27.85,23.9,0.41,1.66,0.03,140.05,155.44,3.2190837205639755,29.49,26.67,2.7,1.54,0.29,167.9,216.02,7,11,-7.149999999999999,10,25,21.15
41.12,26.3,1.54,2.13,0.16,151.93,212.3,2.8393309070976556,42.19,28.93,3.23,1.77,0.37,155.71,246.9,2,6,-7.880000000000003,10,39,9.880000000000003
43.0,24.67,1.21,0.42,0.12,42.08,28.2,3.15296685678743,45.74,26.23,2.29,3.2,0.24,260.64,283.89,9,3,-8.0,8,41,17.0
52.1,28.72,1.4,0.77,0.14,148.79,136.5,2.87083611514137,54.86,29.51,2.24,2.11,0.23,216.03,267.02,8,11,-7.899999999999999,10,50,57.9
96.78,23.81,2.03,0.2,0.2,285.73,262.61,2.671647431829283,99.42,24.22,3.62,3.38,0.38,265.19,336.92,9,8,-6.780000000000001,15,20,26.78
76.69,36.25,5.6,1.76,0.56,338.97,323.28,3.3067506709759655,76.08,33.0,4.13,1.21,0.44,355.17,341.81,6,5,-6.689999999999998,10,40,14.689999999999998
81.48,14.36,5.75,1.97,0.58,240.74,196.18,4.174446071037458,77.6,12.82,6.0,1.18,0.6,271.32,140.92,3,0,-1.480000000000004,20,30,10.480000000000004
37.19,22.6,1.55,1.19,0.15,164.31,205.39,4.205341841039804,41.34,23.28,2.14,1.71,0.22,279.63,230.89,2,0,-6.810000000000002,1,34,10.810000000000002
40.36,21.53,1.82,0.85,0.18,132.2,167.03,3.7692704864469455,42.43,24.68,4.08,2.37,0.42,323.55,318.07,4,0,-7.640000000000001,10,38,35.64
72.03,29.24,1.16,0.45,0.12,156.54,158.64,2.4373140954747696,74.14,28.02,2.1,0.96,0.21,358.26,266.99,8,9,-7.969999999999999,6,30,12.969999999999999
86.41,23.0,0.85,1.28,0.09,137.84,141.8,1.413152504155163,87.14,21.79,3.42,1.82,0.34,337.82,296.95,6,4,-7.590000000000003,3,16,21.590000000000003
79.59,17.45,5.49,0.43,0.55,234.18,177.81,1.6042443704124374,78.65,18.75,5.27,1.51,0.56,157.31,174.83,2,9,-6.590000000000003,2,37,16.590000000000003
84.89,23.82,0.43,1.31,0.05,315.05,22.76,4.097633463354186,80.8,24.07,1.07,1.94,0.12,50.33,15.94,3,0,-5.890000000000001,26,31,15.89
18.58,23.29,0.77,1.12,0.07,148.87,156.96,3.4797988447610018,19.77,20.02,2.54,2.66,0.26,327.72,317.98,6,0,-6.420000000000002,16,15,21.42
41.17,24.98,1.86,1.75,0.19,329.66,40.38,3.067767918210243,40.01,22.14,6.1,3.49,0.61,357.2,39.29,2,1,-7.170000000000002,4,24,31.17
39.95,27.58,3.7,1.69,0.38,109.82,335.29,3.345519391664018,43.25,28.13,5.23,1.17,0.54,304.8,299.66,0,7,-10.049999999999997,5,40,16.049999999999997
49.6,24.53,0.64,1.05,0.07,124.1,50.58,1.7147011401407541,49.01,26.14,3.0,3.6,0.3,137.21,175.26,9,11,-8.399999999999999,8,48,17.4
60.35,24.14,0.81,3.03,0.09,113.58,304.19,3.778280031972223,64.12,24.39,3.08,0.56,0.3,268.74,288.44,1,0,-6.649999999999999,10,43,14.649999999999999
67.29,24.8,0.92,0.39,0.09,115.73,60.67,2.4200206610688264,67.51,27.21,2.34,1.59,0.25,169.77,200.41,9,5,-7.709999999999994,2,35,41.709999999999994
25.33,23.6,1.12,1.05,0.11,133.96,115.64,3.715979009628555,26.55,20.09,1.78,1.71,0.19,285.73,266.51,18,22,-6.670000000000002,20,22,16.67
7.62,23.38,0.58,0.88,0.06,145.38,183.52,3.342528982671653,10.85,24.24,3.6,1.53,0.38,276.13,236.44,4,0,-7.38,10,5,14.379999999999999
15.45,23.26,1.04,1.6,0.1,118.25,158.71,1.7650212463310468,16.98,24.14,2.46,2.49,0.25,266.16,239.37,5,4,-6.550000000000001,3,12,33.55
42.08,24.52,2.22,0.96,0.22,126.23,65.72,2.198931558734832,40.36,23.15,4.28,2.98,0.44,137.77,179.77,8,11,-6.920000000000002,10,39,12.920000000000002
48.82,24.69,0.74,1.16,0.08,62.92,306.68,4.003123780249616,52.37,26.54,2.01,1.99,0.21,205.1,287.34,2,0,-6.18,4,45,12.18
54.21,25.28,1.16,0.66,0.12,137.09,113.09,2.6456001209555446,51.67,26.02,4.87,2.92,0.51,194.63,175.21,9,9,-6.789999999999999,10,49,20.79
38.08,22.46,0.71,0.27,0.07,130.89,144.12,3.697188120720937,40.54,19.7,2.63,2.12,0.27,354.96,289.55,8,11,-6.920000000000002,10,35,11.920000000000002
97.38,22.77,0.61,0.97,0.07,290.87,168.24,3.397675676105649,95.47,19.96,2.46,1.54,0.26,39.12,46.73,3,0,-7.3799999999999955,11,20,14.379999999999995
80.04,40.08,5.34,2.49,0.54,334.27,24.64,1.6772596698186102,78.38,39.84,7.04,2.35,0.72,80.3,39.12,0,0,-12.040000000000006,10,42,15.040000000000006
68.16,24.78,0.38,0.68,0.04,319.86,15.67,3.4439802554602403,65.89,22.19,2.79,1.24,0.29,79.57,41.47,4,2,-8.159999999999997,2,50,20.159999999999997
49.1,25.5,1.06,1.44,0.11,76.81,335.13,4.40963717328308,53.03,23.5,4.98,2.61,0.52,322.49,290.7,3,0,-8.899999999999999,1,48,40.9
