receiverx,receivery,receivers,receivera,receiverdis,receivero,receiverdir,distance_to_nearest_def,defenderx,defendery,defenders,defendera,defenderdis,defendero,defenderdir,defenders_in_path,friends_in_path,pass_length,yards_to_go,yardline_num,yards_gained
39.53,47.07,5.98,3.31,0.58,62.33,46.97,1.2900387591076496,40.22,45.98,4.68,2.6,0.46,331.56,39.35,1,0,10.0,7,28,0
47.33,39.68,3.86,2.88,0.4,196.19,294.89,4.925413688209344,45.42,44.22,5.15,1.92,0.51,201.05,301.76,4,0,5.0,10,40,4
50.46,14.68,1.15,1.87,0.1,329.73,101.18,5.793962374748389,45.06,16.78,0.2,0.59,0.02,95.75,123.41,0,4,-3.0,19,38,2
24.02,24.41,3.58,2.69,0.37,209.98,108.89,5.027573967630907,19.01,23.99,1.57,1.58,0.17,256.89,298.8,6,0,3.0,8,13,1
28.77,9.52,3.19,3.33,0.32,69.54,311.12,6.587541271217966,22.31,8.23,0.57,1.53,0.05,64.81,325.42,10,5,4.0,10,22,3
31.08,17.65,6.13,1.97,0.62,278.66,188.89,7.1580793513344085,30.74,24.8,3.47,4.69,0.36,89.75,70.5,2,0,-5.0,3,15,13
49.06,37.76,7.49,4.72,0.75,16.7,56.85,5.36078352482172,52.92,41.48,7.66,1.19,0.77,160.68,90.5,2,2,21.0,10,25,2
61.22,29.75,2.18,3.31,0.23,232.76,134.94,6.74997037030534,55.12,26.86,3.16,1.99,0.32,301.27,256.76,6,11,4.0,10,48,6
80.67,31.13,6.71,3.04,0.67,172.68,207.55,2.922225179550684,83.54,31.68,1.27,2.65,0.14,126.1,289.15,8,9,9.0,10,22,2
75.54,18.21,4.66,4.18,0.46,342.47,312.24,3.5853730628764473,72.97,15.71,2.93,4.92,0.28,43.23,329.37,7,5,2.0,9,34,2
68.03,34.46,4.72,6.35,0.46,98.21,338.13,2.3988538930080763,67.6,32.1,3.88,3.93,0.37,69.14,5.53,2,0,4.0,5,38,2
72.16,38.83,9.18,2.34,0.92,113.03,98.29,2.402082429892864,74.02,40.35,6.12,1.59,0.6,153.91,85.95,2,1,40.0,7,47,7
85.09,12.52,5.71,4.81,0.56,103.64,190.12,9.180000000000007,75.91,12.52,4.19,3.62,0.43,41.25,227.55,1,4,3.0,10,22,7
74.94,35.33,1.7,4.09,0.19,166.2,290.53,7.151873880319763,72.52,42.06,4.89,2.81,0.5,109.67,315.88,4,4,3.0,10,32,4
68.2,13.58,5.6,3.1,0.55,102.69,199.25,3.472477501726975,67.25,16.92,5.02,3.52,0.48,195.09,184.12,0,0,3.0,3,39,1
51.64,21.06,5.72,1.55,0.58,265.66,180.64,3.444778657620836,54.88,19.89,5.12,0.32,0.51,252.27,206.89,2,9,1.0,10,41,0
86.09,8.29,9.46,1.07,0.95,42.26,90.95,3.9866401894327046,82.47,6.62,7.62,0.99,0.77,24.59,92.15,0,0,52.0,4,47,1
97.74,20.15,6.93,1.56,0.7,260.56,180.19,5.825547184599915,95.63,25.58,3.08,1.73,0.32,99.26,111.96,1,11,-5.0,15,19,10
80.77,31.54,2.13,4.48,0.22,86.66,312.48,7.751393423120769,73.06,32.34,1.37,5.42,0.17,106.16,258.83,5,5,6.0,10,24,3
71.54,14.15,2.47,4.73,0.27,3.83,251.5,5.089056887086258,66.47,14.59,2.22,2.53,0.23,76.81,156.69,4,4,5.0,10,34,1
69.91,38.32,6.63,0.71,0.66,66.54,339.65,6.168711372726069,63.78,37.63,4.64,2.82,0.46,79.31,342.34,1,2,2.0,4,40,3
73.73,30.19,3.9,3.16,0.4,154.0,262.41,5.335325669535076,78.49,27.78,0.24,3.63,0.02,68.38,286.06,7,5,4.0,10,34,2
64.81,45.7,3.43,4.7,0.35,164.03,285.18,5.904879338309977,58.91,45.46,2.84,2.56,0.3,175.47,274.11,3,0,6.0,4,40,-1
63.21,32.83,4.57,2.77,0.44,113.92,189.63,3.8091075070152596,62.74,36.61,0.95,4.6,0.07,149.27,205.5,8,11,4.0,10,45,7
50.42,31.03,2.84,4.88,0.3,136.9,281.84,4.605659561886876,47.06,27.88,2.36,2.6,0.24,79.61,346.19,4,0,4.0,10,44,0
49.82,9.01,0.62,3.49,0.08,294.72,224.72,1.2093386622447821,48.71,8.53,1.77,1.43,0.16,86.64,203.43,2,7,-1.0,6,40,29
51.49,24.89,3.42,3.19,0.33,338.18,39.2,6.994748029772051,53.17,18.1,1.51,3.16,0.15,310.6,34.19,6,2,1.0,4,42,4
65.69,26.2,7.76,1.35,0.77,200.32,169.96,6.179482178953184,62.65,31.58,5.75,1.6,0.57,189.57,184.06,4,11,8.0,8,49,3
29.36,35.94,1.42,2.4,0.13,129.76,307.3,6.764259013373155,29.12,29.18,3.99,1.14,0.4,208.34,250.88,1,0,-2.0,10,21,7
85.52,39.45,1.09,0.35,0.11,191.04,74.78,3.9930189080443856,81.61,38.64,3.16,1.45,0.31,88.61,59.05,0,0,-4.0,5,28,8
50.99,9.29,6.49,6.29,0.65,0.78,60.01,1.2126417442921886,50.07,8.5,6.08,4.84,0.61,29.92,79.26,3,1,19.0,10,25,3
38.14,19.62,6.93,1.27,0.69,122.1,173.73,3.3629302698688224,37.17,22.84,4.33,1.06,0.42,104.86,163.73,2,0,2.0,10,30,0
52.03,38.37,6.58,2.45,0.66,239.03,350.32,4.8762485580618184,50.5,33.74,3.87,3.21,0.4,130.32,108.96,1,0,-7.0,10,33,15
85.62,14.38,6.03,1.68,0.59,130.62,182.93,3.2045124434147514,83.29,16.58,6.1,3.33,0.59,153.89,182.21,1,0,3.0,10,21,3
81.8,31.71,5.95,2.1,0.58,147.28,184.79,4.225221887664598,77.58,31.92,2.27,1.05,0.22,106.29,187.98,8,11,7.0,20,22,4
74.09,36.61,2.98,3.86,0.31,191.18,288.71,4.732409534264761,70.48,39.67,1.93,2.97,0.2,163.06,253.62,5,0,4.0,9,33,2
44.1,39.88,3.97,4.85,0.42,326.13,61.59,5.501790617608054,45.54,34.57,3.11,3.58,0.31,310.68,58.96,2,0,9.0,18,25,2
85.32,38.71,5.43,4.11,0.54,168.29,215.93,3.415845429758202,82.1,39.85,4.41,3.11,0.44,149.94,204.33,9,8,8.0,10,18,1
44.04,17.13,2.07,1.68,0.2,10.59,57.86,4.683695122443391,42.85,21.66,1.93,2.79,0.19,215.66,201.15,8,11,-2.0,6,33,3
39.32,26.98,1.47,5.48,0.18,258.28,107.27,3.9346791482915067,43.23,26.54,1.63,5.98,0.14,281.47,259.19,5,4,4.0,10,25,1
56.88,16.09,6.69,5.69,0.67,355.4,304.64,5.943012704007956,62.33,18.46,1.65,1.38,0.17,32.52,241.06,5,3,18.0,10,39,13
37.61,35.63,5.78,3.08,0.57,180.26,236.27,2.0044949488586905,37.19,37.59,4.42,4.15,0.42,191.78,243.88,7,1,5.0,10,30,3
68.84,11.66,6.94,2.85,0.7,217.08,238.42,0.8845903006477053,69.0,12.53,7.54,1.39,0.76,223.64,242.38,1,0,11.0,4,31,0
55.1,36.83,3.75,4.51,0.37,38.14,329.4,2.8757086083259575,53.26,34.62,3.68,2.23,0.36,42.45,1.96,2,0,4.0,1,49,2
48.85,17.78,4.49,4.6,0.44,129.57,192.74,1.7081569014584088,47.38,18.65,4.42,4.36,0.42,136.44,176.82,1,0,3.0,10,43,1
45.41,40.62,0.83,0.63,0.08,164.44,174.93,12.499511990473867,33.48,36.89,0.78,5.69,0.07,120.39,117.81,10,11,7.0,19,41,3
37.82,45.82,6.8,1.69,0.69,310.03,23.21,6.976073394109329,43.42,41.66,7.67,0.65,0.77,321.16,353.33,0,0,9.0,10,25,0
73.36,10.4,6.42,6.24,0.64,205.04,157.74,3.390250728191063,76.73,10.03,7.02,3.05,0.7,193.84,137.29,1,0,13.0,9,46,0
72.78,31.99,1.42,3.73,0.13,164.53,4.95,3.409648075681704,75.57,30.03,2.87,3.67,0.29,260.76,198.69,1,0,-6.0,6,44,7
88.73,14.64,6.58,4.59,0.66,210.37,146.72,3.1351236020291022,91.82,15.17,4.2,5.22,0.41,267.17,125.09,1,0,16.0,8,34,-1
27.86,18.62,9.11,0.42,0.91,154.49,194.31,1.8439088914585773,27.74,20.46,9.34,0.74,0.94,185.43,188.96,2,0,12.0,10,27,6
45.86,10.0,7.21,3.29,0.73,203.34,123.15,3.9370674365573137,42.13,11.26,3.57,2.08,0.37,278.72,125.85,2,0,17.0,10,25,9
63.5,25.3,3.51,2.43,0.36,215.77,108.29,5.416733332923079,58.13,24.59,0.92,0.44,0.09,250.96,295.5,6,5,4.0,10,49,11
86.41,39.76,7.67,2.36,0.77,140.02,73.6,1.7100292395160905,84.7,39.75,5.67,0.37,0.57,342.69,38.75,2,0,20.0,10,34,11
109.05,46.3,5.86,1.26,0.58,133.26,45.5,1.0938464243210733,109.47,45.29,5.12,2.78,0.5,329.51,33.01,0,0,3.0,3,3,0
68.61,16.24,2.59,5.45,0.25,103.68,195.97,1.2165525060596472,68.81,17.44,2.49,5.72,0.25,188.43,211.44,3,10,11.0,6,29,2
63.94,32.78,5.17,5.16,0.5,175.7,198.98,2.555014677061559,61.39,32.94,2.6,5.27,0.25,132.57,186.82,9,2,6.0,12,40,3
37.66,14.16,8.16,4.66,0.81,132.75,111.25,4.451887240261142,35.14,17.83,3.15,2.15,0.32,256.18,139.1,1,0,20.0,10,14,0
51.12,26.65,3.54,3.68,0.37,261.47,181.86,6.158936596523783,50.27,20.55,1.04,3.28,0.1,278.48,20.43,6,11,6.0,10,34,1
55.19,39.22,7.8,2.18,0.77,75.03,41.4,1.7197674261364484,54.93,37.52,6.44,3.83,0.63,41.03,38.55,2,0,19.0,3,41,2
67.94,23.12,4.34,3.05,0.42,243.47,181.55,2.3792856070678043,70.25,22.55,4.59,1.16,0.46,252.38,201.52,3,0,-5.0,10,38,-5
75.64,13.95,6.69,5.14,0.67,4.74,51.78,4.774620403759861,79.33,10.92,5.78,3.33,0.58,15.38,72.9,5,0,18.0,20,48,2
99.79,35.49,6.42,4.93,0.64,31.17,46.71,5.134510687494965,95.23,33.13,1.59,4.88,0.16,257.04,3.09,3,0,16.0,5,23,-2
105.1,45.6,6.13,1.96,0.6,110.49,62.46,1.69260154791375,105.78,44.05,5.66,3.23,0.55,359.72,54.07,0,0,9.0,9,9,0
46.99,47.6,8.53,0.54,0.86,148.74,77.14,3.1770583878802148,45.15,45.01,7.11,1.57,0.7,83.39,80.72,3,0,40.0,10,20,0
71.17,23.85,6.9,4.63,0.69,27.13,58.83,2.9628533544541082,74.13,23.98,3.77,2.82,0.38,302.34,62.17,3,3,16.0,20,50,1
83.36,22.81,4.32,1.75,0.43,13.88,289.39,5.7903799529910005,88.87,24.59,4.21,1.84,0.44,55.68,77.14,7,4,5.0,10,25,5
73.76,12.85,5.08,1.65,0.5,11.21,338.0,7.713183519144358,66.52,15.51,1.93,1.42,0.2,35.78,286.9,11,11,3.0,10,35,2
25.59,33.84,6.14,1.15,0.62,127.42,5.58,4.476885077819178,26.87,29.55,3.7,2.87,0.35,163.99,261.14,3,0,-7.0,10,22,2
24.44,9.71,0.59,1.58,0.05,353.5,304.37,9.929476320531712,34.32,8.72,0.74,1.86,0.09,324.85,88.78,6,11,-3.0,15,17,7
61.95,9.04,5.4,2.18,0.54,162.06,197.89,1.2403628501370112,60.72,9.2,4.88,0.53,0.49,123.92,211.71,1,0,2.0,10,46,0
50.14,13.69,5.83,1.49,0.58,341.34,320.45,1.2280065146406978,49.52,12.63,5.18,2.19,0.52,359.33,318.71,10,1,6.0,10,43,0
69.94,9.09,4.15,4.86,0.43,313.99,265.0,1.6942549985170452,68.25,9.21,4.04,3.22,0.42,5.9,261.92,2,0,14.0,20,25,1
18.54,41.85,5.89,4.11,0.59,320.39,39.62,4.379874427423691,22.82,42.78,3.4,4.22,0.32,296.57,349.78,1,0,3.0,10,5,2
34.29,14.87,5.84,3.78,0.58,223.35,166.11,5.385684728982939,39.63,14.17,4.58,3.96,0.45,85.87,196.24,1,4,3.0,10,20,0
109.37,19.59,7.63,2.1,0.76,234.92,165.62,6.107781921450696,110.66,25.56,2.08,3.74,0.2,312.15,86.85,0,0,1.0,1,1,0
92.68,28.69,8.61,2.53,0.86,150.69,167.69,3.565459297201424,90.46,25.9,4.72,2.97,0.47,69.33,152.42,8,8,0.0,19,16,12
35.14,8.02,2.51,5.42,0.26,16.33,90.87,1.3983204210766549,36.51,8.3,2.35,4.71,0.19,359.11,96.25,0,0,10.0,19,13,0
44.26,22.49,7.33,3.65,0.74,175.92,149.76,0.6451356446515756,44.47,23.1,7.57,3.55,0.76,165.46,145.31,1,0,15.0,9,23,0
87.77,13.66,6.97,1.27,0.69,106.91,198.31,6.43286872242859,89.9,19.73,3.3,2.19,0.34,53.27,58.29,2,0,-1.0,10,25,8
68.0,23.97,8.14,3.93,0.8,155.51,201.75,2.692582403567254,67.3,26.57,7.52,3.79,0.75,193.87,209.9,1,0,13.0,3,32,3
53.54,17.87,7.2,0.1,0.72,325.6,267.15,3.0641475160311717,55.53,20.2,1.59,1.27,0.16,301.19,250.29,0,1,20.0,10,48,30
14.24,13.42,5.14,1.05,0.51,166.79,180.66,3.8536865466719004,14.99,17.2,3.31,0.96,0.33,350.41,71.22,0,0,-1.0,2,2,2
44.53,29.64,5.43,2.28,0.54,321.42,6.48,3.2355834095260176,42.44,27.17,2.64,1.36,0.27,184.2,234.28,2,0,-3.0,13,37,27
48.04,30.99,3.03,5.12,0.33,342.62,107.49,2.8318545160371507,49.09,33.62,4.9,4.53,0.51,320.21,42.25,4,0,9.0,7,29,1
44.95,18.8,6.14,1.67,0.61,211.9,160.2,7.525862076865345,50.14,24.25,6.21,4.08,0.61,191.89,157.88,1,0,2.0,9,34,5
77.27,34.54,5.42,2.53,0.54,52.41,347.47,4.513490888436571,73.73,31.74,4.92,2.02,0.48,18.6,10.14,2,11,2.0,2,33,1
86.83,36.75,6.54,3.17,0.65,278.66,3.9,5.695261188040459,92.17,38.73,4.04,2.59,0.4,264.84,17.71,2,11,0.0,10,24,12
67.32,29.92,6.69,1.13,0.67,19.72,347.92,5.371126511263728,69.75,25.13,6.4,0.43,0.64,344.86,348.43,6,0,14.0,4,31,5
59.44,42.3,9.65,1.51,0.97,153.08,104.4,5.488761244579691,56.4,46.87,5.81,2.37,0.57,149.89,91.11,1,1,47.0,10,25,28
85.48,15.3,2.56,3.36,0.27,27.87,266.0,4.96864166548565,87.43,10.73,4.35,2.31,0.44,59.22,204.34,0,1,6.0,15,20,2
76.46,20.38,6.6,1.33,0.75,38.55,344.73,2.9813587506370296,74.13,18.52,6.85,4.21,0.67,352.75,353.89,9,0,4.0,4,31,1
76.05,21.84,6.4,1.18,0.64,277.15,182.63,4.8956000653648175,75.55,26.71,4.58,3.79,0.47,357.12,40.27,1,11,-7.0,11,42,9
36.25,38.92,6.95,4.47,0.7,162.36,118.84,5.598660554096847,41.6,40.57,4.6,2.33,0.45,162.81,119.77,5,11,10.0,10,20,16
53.69,17.1,4.44,0.77,0.44,58.13,186.92,3.2029517636080675,56.52,18.6,3.2,1.1,0.36,191.16,231.92,1,0,-5.0,6,50,26
61.16,18.29,6.65,3.1,0.66,355.67,313.29,5.520081521137161,55.64,18.32,3.82,5.88,0.37,351.1,332.83,5,4,14.0,12,38,-1
33.22,21.19,3.84,6.28,0.38,3.87,63.76,7.901708675976352,32.79,29.08,1.78,1.49,0.18,249.99,225.58,8,0,1.0,10,25,0
51.42,33.11,5.8,2.22,0.57,186.44,193.48,3.120144227435651,53.7,35.24,2.89,1.68,0.28,215.28,279.27,7,1,-2.0,8,45,8
77.6,27.55,8.44,3.65,0.84,355.94,28.63,2.812561110447197,75.28,25.96,6.75,1.32,0.67,153.9,119.23,1,0,17.0,10,47,14
97.89,33.06,2.68,0.96,0.27,117.16,3.91,3.780211634287161,100.19,30.06,2.0,1.13,0.21,62.95,157.51,2,0,-4.0,6,16,20
82.32,20.91,3.34,1.51,0.33,99.09,213.1,4.183694539518881,86.29,22.23,4.34,1.62,0.44,10.29,57.92,4,11,-1.0,10,30,-1
40.39,23.86,8.14,2.04,0.82,134.35,200.54,7.22011080247388,47.31,21.8,5.51,1.44,0.56,115.16,224.53,2,0,20.0,4,46,0
28.75,32.98,3.61,1.2,0.35,283.35,3.76,2.040882162203393,30.79,32.92,1.8,2.22,0.19,267.84,3.61,3,0,-3.0,12,23,8
72.21,37.91,3.57,3.25,0.37,144.58,276.4,5.881538914263854,68.52,42.49,3.11,3.24,0.27,109.84,287.69,7,4,6.0,9,35,0
75.87,49.01,3.65,1.08,0.37,138.76,42.64,10.867529618087092,65.13,47.35,4.91,2.11,0.48,135.04,57.28,0,0,-4.0,10,36,2
72.17,31.53,4.39,2.03,0.44,142.95,207.51,7.772592874967781,79.13,28.07,1.97,1.7,0.2,114.14,359.38,6,0,6.0,12,34,3
58.23,11.82,7.97,0.64,0.8,259.0,240.35,0.8845903006477053,58.07,12.69,5.55,1.51,0.55,314.04,234.3,0,0,30.0,6,40,14
41.55,19.5,1.26,2.83,0.14,295.32,113.88,5.597722751262335,36.39,21.67,1.49,1.5,0.29,300.28,183.22,4,5,1.0,7,31,2
73.77,13.67,2.67,0.91,0.27,331.59,102.54,21.209622816071008,66.97,33.76,1.81,4.8,0.2,268.5,10.07,2,1,21.0,10,49,30
79.68,39.33,5.01,3.13,0.49,172.65,189.61,2.2825424421026703,77.42,39.65,3.66,5.63,0.34,151.03,191.36,10,11,6.0,5,25,1
34.85,10.41,7.12,2.16,0.72,38.18,133.06,5.5870743685761,31.2,14.64,6.44,1.16,0.64,222.78,147.32,1,0,22.0,10,16,0
38.89,14.62,4.41,2.35,0.44,319.0,172.8,9.639237521713012,31.96,21.32,1.74,4.02,0.17,122.47,143.54,1,0,0.0,10,26,8
17.74,29.33,7.01,3.11,0.7,5.06,308.89,4.5918405895675445,20.39,33.08,5.98,0.79,0.61,49.43,334.91,1,0,18.0,2,18,0
45.57,26.18,2.51,5.18,0.24,265.04,18.78,1.4131525041551611,46.78,25.45,1.44,5.53,0.12,303.9,346.47,3,0,11.0,10,25,0
26.77,15.07,5.96,3.21,0.59,6.21,20.32,2.7180323765547763,29.03,13.56,6.58,4.11,0.78,182.28,356.83,10,11,9.0,10,10,0
30.56,43.22,1.92,2.22,0.18,181.4,198.23,8.351101723724838,35.16,36.25,2.78,2.32,0.26,309.02,356.92,10,11,0.0,10,22,8
48.65,13.93,4.43,5.06,0.46,353.59,105.71,6.863657916883679,49.78,20.7,2.67,2.88,0.28,224.7,70.15,3,0,12.0,15,28,1
49.28,14.97,2.62,0.92,0.27,343.8,196.09,6.687189245116365,48.97,21.65,2.3,1.32,0.24,344.78,316.45,1,0,-4.0,10,44,6
42.94,11.1,7.25,3.82,0.72,239.78,176.13,2.6414011433328337,44.97,12.79,5.88,4.38,0.58,193.27,168.46,0,0,4.0,7,28,1
44.55,38.59,2.11,5.54,0.19,83.06,0.45,3.673268299484807,48.15,39.32,1.34,5.49,0.13,246.01,261.06,1,0,0.0,2,33,1
70.77,37.75,3.06,5.0,0.29,87.36,1.59,2.069299398347176,69.65,36.01,2.53,5.25,0.23,25.53,16.86,2,0,2.0,10,36,1
70.55,17.87,3.51,1.16,0.36,56.31,243.36,6.310697267339006,73.3,23.55,1.7,1.36,0.17,138.4,297.74,5,4,2.0,7,39,7
53.81,15.86,6.31,4.74,0.63,9.45,310.05,3.4733269353747844,51.09,13.7,3.57,3.98,0.34,39.69,339.56,4,3,10.0,10,48,8
48.63,37.98,2.46,1.95,0.25,186.23,6.2,5.746042116100434,50.26,32.47,3.98,2.13,0.4,100.27,136.82,1,0,-4.0,10,34,4
81.22,7.54,7.34,2.21,0.74,24.82,121.85,5.213079703975376,81.71,12.73,5.43,1.06,0.53,344.16,109.23,2,1,17.0,10,34,14
86.41,41.71,1.54,0.31,0.14,231.65,79.12,9.801244818899278,81.53,33.21,1.71,2.55,0.16,89.36,234.77,0,0,0.0,10,25,12
74.62,32.31,4.19,1.63,0.42,51.65,327.84,3.201780754517711,75.07,29.14,0.35,1.77,0.03,61.91,128.35,4,4,-2.0,9,38,9
59.77,42.01,5.7,4.16,0.56,33.17,338.08,1.9282375372344507,60.68,40.31,5.11,4.09,0.49,322.4,337.0,2,0,5.0,2,45,5
52.91,35.01,3.81,0.61,0.38,108.16,11.04,3.378313188560232,55.64,33.02,4.49,3.05,0.47,115.7,120.85,0,0,-3.0,10,41,35
12.16,40.32,3.29,5.15,0.3,123.18,180.87,0.9066973034039533,11.26,40.21,3.03,4.53,0.28,107.15,168.13,10,11,4.0,7,7,0
16.97,14.04,6.91,3.07,0.69,281.45,207.18,7.728887371413819,17.51,21.75,4.14,1.74,0.42,21.39,43.74,0,0,-1.0,1,1,2
43.7,23.38,6.48,0.94,0.64,206.11,168.55,2.0984756372185998,44.1,25.44,6.96,1.83,0.7,188.94,173.04,4,0,8.0,8,27,1
70.25,1.2,2.13,2.76,0.2,305.51,257.55,10.973080697780366,59.76,4.42,1.93,3.63,0.2,280.64,223.12,7,8,15.0,4,42,0
55.39,37.03,6.15,5.31,0.61,190.4,145.17,7.1808425689469075,61.2,41.25,5.05,2.64,0.51,168.42,110.37,4,3,11.0,10,35,10
74.01,17.57,1.23,4.28,0.12,291.9,130.29,4.551263560814725,78.55,17.25,3.29,5.38,0.31,272.68,270.33,4,0,4.0,6,40,1
30.24,31.15,1.98,5.11,0.22,229.14,175.19,2.6806715576511806,31.8,33.33,4.57,4.54,0.44,205.46,206.53,9,11,3.0,2,17,0
61.0,12.97,5.28,1.96,0.53,297.84,194.54,9.313200309238495,63.61,21.91,4.45,2.51,0.45,26.74,41.2,1,0,-3.0,10,46,14
34.18,12.58,6.23,4.17,0.62,132.27,189.98,3.6802173848836692,31.94,9.66,5.5,1.02,0.55,308.96,230.09,1,0,6.0,5,30,0
22.8,15.73,7.07,4.35,0.7,29.5,346.6,3.309531688925189,20.49,13.36,6.5,4.15,0.64,32.11,357.98,7,2,15.0,14,28,9
9.18,38.39,6.04,4.75,0.59,42.43,340.78,1.2722421153223917,8.73,37.2,5.33,4.08,0.51,29.49,0.44,1,0,2.0,2,2,0
41.87,45.65,2.35,6.06,0.26,28.47,61.86,4.4232680226276155,46.29,45.82,2.45,5.52,0.26,243.02,27.74,2,0,7.0,12,23,0
42.45,23.67,4.23,1.87,0.41,38.32,35.47,3.5106979363083872,45.9,24.32,0.28,2.13,0.02,293.56,48.17,8,1,-3.0,10,36,5
42.09,31.69,4.99,2.65,0.5,206.56,143.76,5.206495942570207,36.89,31.43,0.51,0.83,0.05,182.03,24.85,6,4,3.0,16,30,5
12.67,21.69,5.15,2.09,0.51,251.83,141.33,6.164000324464624,7.74,25.39,2.06,1.78,0.21,29.86,241.47,4,8,-1.0,14,5,11
47.64,47.97,4.49,4.22,0.47,57.49,304.69,1.3579396157414376,46.66,47.03,5.4,2.26,0.54,338.25,304.28,2,0,6.0,8,43,0
40.38,47.73,4.46,4.8,0.47,20.68,298.87,1.9331321734428826,39.65,45.94,5.25,2.87,0.54,326.25,292.62,0,0,7.0,2,37,0
34.29,14.93,4.2,2.89,0.43,8.32,91.95,4.214273365599339,31.8,18.33,2.33,2.38,0.22,307.03,143.45,0,0,2.0,10,25,5
45.95,14.64,4.36,4.71,0.42,216.74,159.13,2.49825939405819,47.42,16.66,3.22,2.77,0.31,208.98,165.49,2,0,4.0,3,32,0
63.02,34.57,7.94,3.38,0.79,163.68,112.95,4.889836398081233,58.15,35.01,3.2,2.78,0.32,220.81,118.82,5,4,22.0,8,38,0
67.78,48.56,1.21,6.01,0.15,177.65,308.23,1.3705838172107527,66.62,47.83,3.01,4.81,0.32,354.91,314.44,1,0,3.0,7,37,0
39.55,29.56,4.96,2.78,0.49,186.21,120.75,3.1621037301138584,37.25,27.39,0.51,1.9,0.06,227.67,116.76,6,4,2.0,10,30,16
